"","SBL","PROB","RiskLevel"
"150","06169000010100000000",0.00120779234857383,"Low"
"151","06170000010030010000",0.000328547338874782,"Low"
"152","06203000010010020000",0.0114299113060934,"Low"
"153","07528000020010000000",0.0579750826316985,"Low"
"154","07541000020210000000",6.44325066393919e-05,"Low"
"155","07541000020300000000",0.14603399077849,"Mid"
"156","07541000020310000000",0.0708872834710619,"Low"
"157","07542000010100000000",0.00832353807700134,"Low"
"158","07542000010110000000",0.0157199994804302,"Low"
"159","07542000010120000000",0.00690036898450506,"Low"
"160","07542000010130000000",0.00109432640714036,"Low"
"161","07542000010140000000",0.00728115806149643,"Low"
"162","07542000010170000000",0.0435526169610984,"Low"
"163","07549000010130000000",0.0283545157045218,"Low"
"164","07549000020160000000",0.228036993628658,"Mid"
"165","07549000020170000000",0.0517228638063442,"Low"
"166","07549000020320000000",0.020995682316195,"Low"
"167","07549000020330000000",0.0832327709924578,"Low"
"168","07550000010010010000",0.0315771125882089,"Low"
"169","07550000010010020000",0.837922735737804,"High"
"170","07550000010010030000",0.00218673536167435,"Low"
"171","07550000010030000000",0.0236266322023097,"Low"
"172","07550000010040000000",0.000957573316888227,"Low"
"173","07550000010070000000",0.742123810594659,"High"
"174","07550000010080010000",0.00393821982512668,"Low"
"175","07550000010080020000",0.00393818224350587,"Low"
"176","07550000010080030000",0.0667029676487192,"Low"
"177","07551000010010020000",0.0919608835158317,"Low"
"178","07552000010010000000",0.00104036237286143,"Low"
"179","07557000020500000000",0.0573905381383108,"Low"
"180","07557000020520010000",0.0282375767179766,"Low"
"181","07557000020530000000",0.0134057384361836,"Low"
"182","07557000020560000000",0.00255060701166653,"Low"
"183","07558000010020000000",0.0468248654353709,"Low"
"184","07558000010110000000",0.00292500211647937,"Low"
"185","07567000010020030000",0.108564938441463,"Mid"
"186","07567000010020040000",0.98013744907644,"High"
"194","07573000010850010000",0.0435435797432279,"Low"
"195","07574000010110000000",0.00327257440736624,"Low"
"196","07574000010120000000",0.0450766545323907,"Low"
"197","07574000010140010000",0.113744890710019,"Mid"
"198","07574000010190020000",0.0762661527261528,"Low"
"199","07574000020030000000",0.0248762546713206,"Low"
"200","07574000020480000000",0.0294084301326304,"Low"
"201","07574000020490000000",0.0232471651794332,"Low"
"202","07575000010900000000",0.0108914123352404,"Low"
"203","07575000010940000000",0.0717732639520818,"Low"
"204","07576000010060000000",0.0168980819721013,"Low"
"205","07578000010070020000",0.705704359106153,"High"
"206","07578000010150000000",0.0843624062545689,"Low"
"207","07578000010200000000",0.0217270385060193,"Low"
"208","07579000010010010000",0.0263275572940576,"Low"
"209","07579000010030030000",0.0217289064248975,"Low"
"210","07579000010050030000",0.0158190944125994,"Low"
"211","07579000010060010000",0.00851430186137249,"Low"
"212","07579000010080010000",0.0155230211858589,"Low"
"213","07579000010090020000",0.0100303973948037,"Low"
"214","07579000010100030000",0.0132935118209923,"Low"
"215","07579000010320010000",0.00332676053185306,"Low"
"216","07579000010330010000",0.231894071386832,"Mid"
"217","07579000010340010000",0.759229282150823,"High"
"219","07579000010460020000",0.0800052979741327,"Low"
"220","07579000010480020000",0.0961145345491991,"Low"
"221","07579000010690020000",0.836273536004397,"High"
"222","07580000010390010000",0.00461386898666833,"Low"
"223","07580000010400010000",0.00399622976694722,"Low"
"224","07580000010420030000",0.0523039240881962,"Low"
"225","07580000010470000000",0.00132258847878948,"Low"
"226","07580000010480020000",0.00168878387646334,"Low"
"227","07580000010490010000",0.046631398908773,"Low"
"228","07580000010500020000",0.00420894763541427,"Low"
"229","07581000010710010000",0.0370029548882112,"Low"
"230","07581000010900000000",0.0398919499935232,"Low"
"231","07581000010910000000",0.00861084315236839,"Low"
"232","07581000010920000000",0.92108556282311,"High"
"233","07581000010930000000",0.021555673973718,"Low"
"234","07581000010940010000",0.0571824037319456,"Low"
"235","07581000010950010000",0.0087870979609639,"Low"
"236","07582000010060000000",0.00726499594545765,"Low"
"237","07582000010170000000",0.036263810563177,"Low"
"238","07582000010180000000",0.000476492846983139,"Low"
"239","07582000010190000000",0.0858805918370915,"Low"
"240","07582000010220010000",0.774021528100746,"High"
"241","07582000010240000000",0.0154059892930428,"Low"
"242","0758300001018003EBPK",0.024838609691771,"Low"
"243","07584000010010020000",0.906767868367937,"High"
"244","07629000010090000000",0.000664392564003904,"Low"
"245","0902200001001000HOME",0.0465625960550127,"Low"
"246","09022000010020000000",0.0939371852215277,"Low"
"247","09022000010030000000",0.116688704724814,"Mid"
"248","0902300001009002EBPK",0.021985893198483,"Low"
"249","09023000010090030000",0.0458951086258941,"Low"
"251","0902500001001000EBPK",0.00116571569710401,"Low"
"252","09025000010020000000",0.197073130229527,"Mid"
"253","09025000010030030000",0.0162674295729367,"Low"
"254","09025000010090000000",0.02762255820235,"Low"
"255","09025000010100000000",0.00731386923806292,"Low"
"256","09025000010110000000",0.0236604869902282,"Low"
"257","09025000010120000000",0.000512378626945832,"Low"
"258","09025000010130000000",0.00179456963907869,"Low"
"259","09026000010010010000",0.0201562988442403,"Low"
"260","09026000010020010000",0.00438761539080151,"Low"
"261","09026000010030000000",0.399554279400605,"Mid"
"262","09026000010050000000",0.0299186127145038,"Low"
"263","09026000010060000000",0.0180861275248697,"Low"
"264","09026000010070000000",0.00441171111272687,"Low"
"265","09026000020110020000",0.0211111366206601,"Low"
"266","09026000020140030000",0.0014984228123063,"Low"
"267","09026000020160010000",0.0446536731538857,"Low"
"268","09026000020170000000",0.0844533962738583,"Low"
"269","09026000020180000000",0.00258495937910809,"Low"
"270","09026000020190000000",0.00315086392260789,"Low"
"271","09026000020200000000",0.0200331982256268,"Low"
"272","09026000020210000000",0.0241470231388191,"Low"
"273","09026000020220000000",0.00401982025682538,"Low"
"274","09026000020230000000",0.00626826409817809,"Low"
"275","09026000020240000000",0.00929791184568542,"Low"
"276","09026000020260040000",0.0040979911644581,"Low"
"277","09026000020270010000",0.0193143121994451,"Low"
"278","09028000010230000000",0.00157913618076471,"Low"
"279","09028000010240000000",0.00156184997953713,"Low"
"280","09031000010120000000",0.973906111189226,"High"
"282","09031000010130000000",0.932525324411013,"High"
"283","09032000010010010000",0.115733254058131,"Mid"
"284","09032000010010020000",0.0409459807795504,"Low"
"285","09032000010780060000",0.0269019877859348,"Low"
"286","09032000010800000000",0.00379907717250635,"Low"
"287","09032000010810000000",0.0109011241498622,"Low"
"288","09033000010290000000",0.0182927373704208,"Low"
"289","09033000020160010000",0.0818998461566913,"Low"
"290","09034000010010010000",0.00335535348517477,"Low"
"291","09034000010030000000",0.00242223508268586,"Low"
"292","09034000010040000000",0.00169420290937782,"Low"
"293","09034000010110000000",0.00552195935649822,"Low"
"294","09034000010120000000",0.00048046530902628,"Low"
"295","09034000010130000000",0.0100397558045093,"Low"
"296","09034000010140000000",0.00127356229666552,"Low"
"297","09034000010180020000",0.266094276882164,"Mid"
"298","09034000010180030000",0.0141547466302095,"Low"
"299","09034000010190000000",0.00098619239206575,"Low"
"300","09034000020010010000",0.00100314000446605,"Low"
"301","09034000020020000000",0.0139323516376817,"Low"
"302","09034000020050010000",0.00376701345329448,"Low"
"303","09034000020070010000",0.000752344141708727,"Low"
"304","09034000020130020000",0.827416365235053,"High"
"305","09034000020240000000",0.017864286817257,"Low"
"306","09034000020360000000",0.0323950930693475,"Low"
"307","09034000020390000000",0.00929613450588485,"Low"
"308","09034000020400000000",0.0276204254551023,"Low"
"309","09034000020410000000",0.942707530666669,"High"
"311","09034000020440000000",0.00100881337035899,"Low"
"312","09034000020530010000",0.00531550695414158,"Low"
"313","09034000020530020000",0.00932317320464246,"Low"
"314","09034000020720010000",0.000281594051653307,"Low"
"315","09034000020740000000",0.000164770334600835,"Low"
"316","09034000020780020000",0.788131193438789,"High"
"317","09035000010010000000",0.0214761468833054,"Low"
"318","09035000010020030000",0.00573548125984209,"Low"
"319","0903500001002006EBPK",0.0187816758830352,"Low"
"320","09035000010210010000",0.00321781046873175,"Low"
"321","09035000010220000000",0.0065835893693396,"Low"
"322","09035000010240000000",0.00131091552650648,"Low"
"323","09036000010010000000",0.000342129773965044,"Low"
"324","09038000010010000000",0.0141741219519199,"Low"
"325","09038000010670000000",0.843040937102132,"High"
"327","09038000010680000000",0.723167166315192,"High"
"328","09040000010030000000",0.961379521066229,"High"
"330","09040000010140000000",0.0205379207469319,"Low"
"331","09040000010150000000",0.487147457718441,"Mid"
"332","09040000010170000000",0.0507711534735337,"Low"
"333","09040000010220010000",0.00115292337036693,"Low"
"334","09040000020010060000",0.00559205734714532,"Low"
"335","09040000020010070000",0.050527222719883,"Low"
"336","09040000020010090000",0.0971196182138682,"Low"
"337","09040000020020000000",0.0196533025097597,"Low"
"338","09040000020090020000",0.0226046383081523,"Low"
"339","09040000020150010000",0.0522780314029185,"Low"
"340","09040000020160040000",0.00901423287330593,"Low"
"341","09040000020160050000",0.0424041691317079,"Low"
"342","09040000020990040000",0.00364221108308877,"Low"
"343","09040000030080000000",0.709711189075642,"High"
"344","0904000003011000NHOM",0.0035419838531245,"Low"
"345","09040000030260000000",0.000143240087827003,"Low"
"346","09041000010520000000",1.28815058744331e-05,"Low"
"347","09041000030350000000",0.0502735050121766,"Low"
"348","09041000030490000000",0.0161056690224001,"Low"
"349","09041000030890000000",0.00340673619510136,"Low"
"350","09041000030940000000",0.0080266992654789,"Low"
"351","09041000030960000000",0.837757215286956,"High"
"352","09042000010030000000",0.107505418923782,"Mid"
"353","09042000010040000000",0.360926896188144,"Mid"
"354","09042000010050000000",0.770401988084322,"High"
"355","09042000010060000000",0.00710693510860605,"Low"
"356","09042000010070000000",0.0107743976987758,"Low"
"357","09042000010100000000",0.741440242012837,"High"
"358","09042000010110000000",0.0506269929673396,"Low"
"359","09042000010120000000",0.764629387726845,"High"
"360","09042000010280000000",0.713575159613087,"High"
"361","09042000010290000000",0.687509816574806,"High"
"362","09042000010300000000",0.0442577366358406,"Low"
"363","09042000010310000000",0.553124537771325,"Mid"
"364","09042000010340000000",0.847795789869602,"High"
"365","09042000020190000000",0.00215648599087903,"Low"
"366","09042000020580010000",0.997205242660752,"High"
"369","09042000020660000000",0.0549675659456276,"Low"
"370","09042000020670000000",0.260202623151366,"Mid"
"371","09042000020690010000",0.125210119721284,"Mid"
"372","09042000020700000000",0.0124119634784894,"Low"
"373","09043000020120000000",0.0716032438110565,"Low"
"374","09043000020210000000",0.0827639108386795,"Low"
"375","09043000030050000000",0.376973455587984,"Mid"
"376","09043000030080030000",0.0106336922354649,"Low"
"377","09043000030150000000",0.585623139308505,"Mid"
"378","09043000030160000000",0.1633188274888,"Mid"
"379","09043000030180000000",0.0677030662410798,"Low"
"380","09043000030190000000",0.111819071323129,"Mid"
"381","09043000030200000000",0.906415909671664,"High"
"382","09043000030330050000",0.213360276272575,"Mid"
"383","09043000030350000000",0.0449689281541166,"Low"
"384","09043000030540000000",0.00123889065971347,"Low"
"385","09043000030560010000",0.000805496147157984,"Low"
"386","09043000030610000000",0.0259520695340504,"Low"
"387","09043000030620000000",0.0200163699454488,"Low"
"388","09044000020020010000",0.115922322230581,"Mid"
"389","09044000020150000000",0.577098771418216,"Mid"
"390","09044000020170000000",0.899260948120154,"High"
"391","09044000020190000000",0.303829043162898,"Mid"
"392","09045000010010030000",0.00902113244580086,"Low"
"393","09045000010020020000",0.00701703949408778,"Low"
"394","09046000010020000000",0.00403188546395054,"Low"
"395","09046000010030010000",0.00241763647690202,"Low"
"396","09046000010050000000",0.0399441447019229,"Low"
"397","09046000010070010000",0.0151722605122857,"Low"
"398","09046000010100000000",0.00469064144040658,"Low"
"399","09046000010110090000",0.00108138854871669,"Low"
"400","09046000010110110000",0.0843519290979982,"Low"
"401","09046000010120010000",0.00163335956360489,"Low"
"402","09047000010350040000",0.197971176915563,"Mid"
"403","09047000010360030000",0.942148177443839,"High"
"406","09048000020010030000",0.00148271518996706,"Low"
"407","09049000010240000000",0.775491957208571,"High"
"408","09049000010280000000",0.0161802254829382,"Low"
"409","09049000010370000000",0.274238575449254,"Mid"
"410","09050000010050010000",0.083657390079938,"Low"
"411","09050000010060000000",0.164598796658832,"Mid"
"412","09050000010070000000",0.0583709899161945,"Low"
"413","09050000010080000000",0.0288849568286828,"Low"
"414","09050000010110000000",0.221748730918315,"Mid"
"415","09050000010210000000",0.00173555318780214,"Low"
"417","09050000010230000000",0.00404209260534702,"Low"
"418","09050000010240000000",0.0057315615815878,"Low"
"419","09050000010350000000",0.00370968674867048,"Low"
"420","09050000010390000000",0.0156704012347174,"Low"
"421","09050000010560000000",0.0197511088303496,"Low"
"422","09050000010600000000",0.486976833154989,"Mid"
"423","09050000010610000000",0.135208572721071,"Mid"
"424","09050000010630000000",0.0337313863057951,"Low"
"425","09050000020040000000",0.0188426971082149,"Low"
"426","09050000020050000000",0.0214269976612938,"Low"
"427","09050000020090000000",0.151090200980528,"Mid"
"428","09050000020410000000",0.00815558422671165,"Low"
"429","09050000020580010000",0.0566603833796448,"Low"
"430","09050000030060000000",0.077061899209113,"Low"
"431","09050000030070000000",0.563837750478858,"Mid"
"432","09050000030080000000",0.0109115508288434,"Low"
"433","09050000030550000000",0.10855385344809,"Mid"
"434","09050000030560000000",0.0139777869512995,"Low"
"435","09050000030590000000",0.0370252863135545,"Low"
"436","09051000010110020000",0.418534628059494,"Mid"
"437","09051000010230000000",0.0226831221998384,"Low"
"438","09051000010240000000",0.0134821644066032,"Low"
"439","09051000010250000000",0.0259528602736917,"Low"
"440","09051000010260000000",0.0528428343750744,"Low"
"441","09051000020090000000",0.0652675247182079,"Low"
"442","09051000020110010000",0.0875950919350201,"Low"
"443","09051000020250000000",0.0530161018809047,"Low"
"444","09051000020280000000",0.00297422161382968,"Low"
"445","09051000020330000000",0.0188608892227791,"Low"
"446","09051000020340000000",0.809252253590257,"High"
"447","09051000020350000000",0.323537470554181,"Mid"
"448","09051000020400000000",0.0138419017879318,"Low"
"449","09051000030040000000",0.223609634711715,"Mid"
"450","09051000030270000000",0.991003550498519,"High"
"453","09051000030300000000",0.557372411278805,"Mid"
"454","09052000010020000000",0.00250374740060914,"Low"
"455","09052000010270000000",0.890912668563023,"High"
"456","09052000010530000000",0.0916878808731396,"Low"
"457","09052000010540000000",0.00157932712544126,"Low"
"458","09052000020140000000",0.813875259064487,"High"
"459","09052000030040000000",0.0198754765812082,"Low"
"460","09052000030080000000",0.00440999550884965,"Low"
"461","09052000030090000000",0.0447224474513407,"Low"
"462","09054000010010060000",0.0632594572627259,"Low"
"463","09055000010010040000",0.00649993217353177,"Low"
"464","09055000010090000000",0.0392737875472992,"Low"
"465","09055000010100000000",0.0133044798350955,"Low"
"466","09055000010290030000",0.000517055107336043,"Low"
"467","09056000010880000000",0.0415865717872065,"Low"
"468","09057000020520000000",0.0380448851726826,"Low"
"469","09058000010050010000",0.0460858735461243,"Low"
"470","09058000010060020000",0.0125710847506018,"Low"
"471","09058000010070000000",0.0556671995834941,"Low"
"472","09058000010080000000",0.0357883192894739,"Low"
"473","09058000010090000000",0.68802831636972,"High"
"474","09058000010140000000",0.0105921133125121,"Low"
"475","09058000010210000000",0.0178399190176247,"Low"
"476","09058000010500000000",0.0322854715022818,"Low"
"477","09058000010570000000",0.641397181663202,"High"
"478","09058000010600000000",0.031876683170768,"Low"
"479","09058000010620000000",0.0054457162955964,"Low"
"480","09058000020040000000",0.368528268027527,"Mid"
"481","09058000020050000000",0.0551943526136715,"Low"
"482","09058000020060000000",0.031538705464036,"Low"
"483","09058000020070000000",0.0524030688447754,"Low"
"484","09058000030050000000",0.015076788035781,"Low"
"485","09058000030460000000",0.00922411192307722,"Low"
"486","09059000010230000000",0.928292655158732,"High"
"487","09059000010420000000",0.0243084394630364,"Low"
"488","09059000020140010000",0.0172028206007713,"Low"
"489","09059000020220000000",0.0665756966004961,"Low"
"490","09059000020230000000",0.000304539298234472,"Low"
"491","09059000020240000000",0.123802585647682,"Mid"
"492","09059000030180000000",0.0756795667250769,"Low"
"493","09060000010120000000",0.170910704370693,"Mid"
"494","09060000010200000000",0.00840946897629543,"Low"
"495","09060000010220000000",0.0255968097208042,"Low"
"496","09062000010050000000",0.0012792232813174,"Low"
"497","09062000010070010000",0.023350963918986,"Low"
"498","09063000010040010000",0.882916090281749,"High"
"499","09063000010100020000",0.00406526573692939,"Low"
"500","09063000010100030000",0.000278846515793659,"Low"
"501","09063000010100040000",0.0107043090053209,"Low"
"502","09063000010140000000",3.73642474243342e-05,"Low"
"503","09063000010150000000",0.00166805246702209,"Low"
"504","09063000010160000000",0.000804921895055718,"Low"
"505","09065000010010010000",0.594150606245805,"Mid"
"506","09065000020510010000",0.00691074131261005,"Low"
"507","09066000010460000000",0.0110430111390856,"Low"
"508","09066000010480000000",0.0247201134270457,"Low"
"509","09066000010490000000",0.058119255158702,"Low"
"510","09066000010500000000",0.0142779960292987,"Low"
"511","09066000020480000000",0.959349674795373,"High"
"512","09066000020490000000",0.0352800783900112,"Low"
"513","0906600003005000NHOM",0.0356738178787251,"Low"
"514","09066000030090000000",0.0131096694343305,"Low"
"515","09066000030140000000",0.810000882708839,"High"
"516","09066000030320000000",0.0524227301605617,"Low"
"517","09066000030330000000",0.0125674385850153,"Low"
"518","09066000030370000000",0.0158250927465573,"Low"
"519","09066000030390000000",0.00376629731930863,"Low"
"520","09067000010250000000",0.0258691425110577,"Low"
"521","09067000020030000000",0.0188876197441675,"Low"
"522","09067000020110010000",0.686367678396205,"High"
"524","09067000020140000000",0.0549471412425012,"Low"
"525","09067000020150000000",0.237007519718833,"Mid"
"526","09067000020210000000",0.0107548491011099,"Low"
"527","09067000020230000000",0.0167040933206767,"Low"
"528","09067000020250000000",0.00152662274493033,"Low"
"529","09067000020260000000",0.00537202509746365,"Low"
"530","09067000030010000000",0.466015334655836,"Mid"
"531","09067000030150000000",0.508233596407683,"Mid"
"532","09067000030160000000",0.0243378443645777,"Low"
"533","09067000030180000000",0.975115403764373,"High"
"535","09067000030210000000",0.113157745584983,"Mid"
"536","09067000030260000000",0.0258529500171027,"Low"
"537","09067000030270000000",0.031184838071546,"Low"
"538","09067000030310000000",0.0224541187539949,"Low"
"539","09067000030320000000",0.0154057435627048,"Low"
"540","09067000030440000000",0.952398974318429,"High"
"541","09067000030510000000",0.158198415950647,"Mid"
"542","09068000010050000000",0.138609265156307,"Mid"
"543","09068000010060000000",0.0471051570402428,"Low"
"544","09071000010020000000",0.004778351956735,"Low"
"545","09071000010030000000",9.69651192358475e-05,"Low"
"546","09071000010040000000",0.000101839536680304,"Low"
"547","09071000010050000000",0.000111441306755556,"Low"
"548","09071000010060010000",0.000312727186256794,"Low"
"549","09071000010060020000",0.000242156129710796,"Low"
"550","09071000010070000000",8.53889948856801e-05,"Low"
"551","09071000010080000000",0.00127044619797029,"Low"
"552","09072000010010040000",0.000775757053882666,"Low"
"553","09072000010010070000",7.96352227404498e-05,"Low"
"554","09072000010010080000",0.0177439303974232,"Low"
"555","09072000010490030000",0.022745211242227,"Low"
"556","09072000010490040000",0.000246895506904733,"Low"
"557","09073000030740000000",0.240455649794786,"Mid"
"558","09074000010050000000",0.00108939225531103,"Low"
"559","09074000010070000000",0.602992857323139,"High"
"560","09074000010080000000",0.000734651122397587,"Low"
"561","09074000020010000000",0.037471546917425,"Low"
"562","09074000020070000000",0.00182986243296222,"Low"
"563","09074000020200000000",0.203827038503396,"Mid"
"564","09074000020240000000",0.0227053661370611,"Low"
"565","09074000020290000000",0.481138940687247,"Mid"
"566","09074000020340000000",0.00524305538828321,"Low"
"567","09074000020350000000",0.00483378353171828,"Low"
"568","09074000020370000000",0.0921558326425706,"Low"
"569","09074000020380000000",0.306560893291311,"Mid"
"570","09075000010090000000",0.936461582708981,"High"
"571","09075000010100000000",0.0477396617800268,"Low"
"572","09075000010200010000",0.0380535363414276,"Low"
"573","09075000010210000000",0.00484530676825351,"Low"
"574","09075000010240030000",0.101144337154457,"Mid"
"575","09075000010250000000",0.6960645159879,"High"
"577","09075000010270000000",0.0876905503773664,"Low"
"578","09075000010310000000",0.0638419825551991,"Low"
"579","09075000010330000000",0.716588712920288,"High"
"580","09075000010410000000",0.0201245146426453,"Low"
"581","09076000010010010000",0.138205099748792,"Mid"
"582","09076000010020000000",0.0797697011717636,"Low"
"583","09076000010340000000",0.00393533607063877,"Low"
"584","09076000010650000000",0.973329649963901,"High"
"586","09078000010030000000",3.04915225948155e-05,"Low"
"587","09078000010040000000",0.0498979304600783,"Low"
"588","09078000010060020000",0.891293277775267,"High"
"589","09078000010070010000",0.0108068256080344,"Low"
"590","09079000010010020000",0.00691714472408834,"Low"
"592","09079000010030010000",0.913769306811509,"High"
"595","09080000010020010000",0.112534102536701,"Mid"
"596","09080000010230000000",0.0150980877883181,"Low"
"597","09080000010460000000",0.0123239571229545,"Low"
"598","09080000020010000000",0.000557471361124917,"Low"
"599","09080000020030000000",0.00101070479309025,"Low"
"600","09081000010340000000",0.020062680296718,"Low"
"601","09081000020350000000",0.0791816438009069,"Low"
"602","09081000030190000000",0.0727769023119339,"Low"
